Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.6272430419921875
1.0, 1.6272430419921875
2.0, 1.6272430419921875
3.0, 1.6272430419921875
4.0, 1.6272430419921875
5.0, 1.6272430419921875
6.0, 1.6272430419921875
7.0, 1.6272430419921875
8.0, 1.6272430419921875
9.0, 1.6272430419921875
10.0, 1.6272430419921875
11.0, 1.6272430419921875
12.0, 1.6272430419921875
13.0, 1.6272430419921875
14.0, 1.6272430419921875
15.0, 1.6272430419921875
16.0, 1.6272430419921875
17.0, 1.6272430419921875
18.0, 1.6272430419921875
19.0, 1.6272430419921875
20.0, 1.6272430419921875
21.0, 1.6272430419921875
22.0, 1.6272430419921875
23.0, 1.6272430419921875
24.0, 1.6272430419921875
25.0, 1.6272430419921875
26.0, 1.6272430419921875
27.0, 1.6272430419921875
28.0, 1.6272430419921875
29.0, 1.6272430419921875
30.0, 1.6272430419921875
31.0, 1.6272430419921875
32.0, 1.6272430419921875
33.0, 1.6272430419921875
34.0, 1.6272430419921875
35.0, 1.6272430419921875
36.0, 1.6272430419921875
37.0, 1.6272430419921875
38.0, 1.6272430419921875
39.0, 1.6272430419921875
40.0, 1.6272430419921875
41.0, 1.6272430419921875
42.0, 1.6272430419921875
43.0, 1.6272430419921875
44.0, 1.6272430419921875
45.0, 1.6272430419921875
46.0, 1.6272430419921875
47.0, 1.6272430419921875
48.0, 1.6272430419921875
49.0, 1.6272430419921875
50.0, 1.6272430419921875
51.0, 1.6272430419921875
52.0, 1.6272430419921875
53.0, 1.6272430419921875
54.0, 1.6272430419921875
55.0, 1.6272430419921875
56.0, 1.6272430419921875
57.0, 1.6272430419921875
58.0, 1.6272430419921875
59.0, 1.6272430419921875
60.0, 1.6272430419921875
61.0, 1.6272430419921875
62.0, 1.6272430419921875
63.0, 1.6272430419921875
64.0, 1.6272430419921875
65.0, 1.6272430419921875
66.0, 1.6272430419921875
67.0, 1.6272430419921875
68.0, 1.6272430419921875
69.0, 1.6272430419921875
70.0, 1.6272430419921875
71.0, 1.6272430419921875
72.0, 1.6272430419921875
73.0, 1.6272430419921875
74.0, 1.6272430419921875
75.0, 1.6272430419921875
76.0, 1.6272430419921875
77.0, 1.6272430419921875
78.0, 1.6272430419921875
79.0, 1.6272430419921875
80.0, 1.6272430419921875
81.0, 1.6272430419921875
82.0, 1.6272430419921875
83.0, 1.6272430419921875
84.0, 1.6272430419921875
85.0, 1.6272430419921875
86.0, 1.6272430419921875
87.0, 1.6272430419921875
88.0, 1.6272430419921875
89.0, 1.6272430419921875
90.0, 1.6272430419921875
91.0, 1.6272430419921875
92.0, 1.6272430419921875
93.0, 1.6272430419921875
94.0, 1.6272430419921875
95.0, 1.6272430419921875
96.0, 1.6272430419921875
97.0, 1.6272430419921875
98.0, 1.6272430419921875
99.0, 1.6272430419921875
100.0, 1.6272430419921875
