Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.687353491783142
1.0, 1.687353491783142
2.0, 1.687353491783142
3.0, 1.687353491783142
4.0, 1.687353491783142
5.0, 1.687353491783142
6.0, 1.687353491783142
7.0, 1.687353491783142
8.0, 1.687353491783142
9.0, 1.687353491783142
10.0, 1.687353491783142
11.0, 1.687353491783142
12.0, 1.687353491783142
13.0, 1.687353491783142
14.0, 1.687353491783142
15.0, 1.687353491783142
16.0, 1.687353491783142
17.0, 1.687353491783142
18.0, 1.687353491783142
19.0, 1.687353491783142
20.0, 1.687353491783142
21.0, 1.687353491783142
22.0, 1.687353491783142
23.0, 1.687353491783142
24.0, 1.687353491783142
25.0, 1.687353491783142
26.0, 1.687353491783142
27.0, 1.687353491783142
28.0, 1.687353491783142
29.0, 1.687353491783142
30.0, 1.687353491783142
31.0, 1.687353491783142
32.0, 1.687353491783142
33.0, 1.687353491783142
34.0, 1.687353491783142
35.0, 1.687353491783142
36.0, 1.687353491783142
37.0, 1.687353491783142
38.0, 1.687353491783142
39.0, 1.687353491783142
40.0, 1.687353491783142
41.0, 1.687353491783142
42.0, 1.687353491783142
43.0, 1.687353491783142
44.0, 1.687353491783142
45.0, 1.687353491783142
46.0, 1.687353491783142
47.0, 1.687353491783142
48.0, 1.687353491783142
49.0, 1.687353491783142
50.0, 1.687353491783142
51.0, 1.687353491783142
52.0, 1.687353491783142
53.0, 1.687353491783142
54.0, 1.687353491783142
55.0, 1.687353491783142
56.0, 1.687353491783142
57.0, 1.687353491783142
58.0, 1.687353491783142
59.0, 1.687353491783142
60.0, 1.687353491783142
61.0, 1.687353491783142
62.0, 1.687353491783142
63.0, 1.687353491783142
64.0, 1.687353491783142
65.0, 1.687353491783142
66.0, 1.687353491783142
67.0, 1.687353491783142
68.0, 1.687353491783142
69.0, 1.687353491783142
70.0, 1.687353491783142
71.0, 1.687353491783142
72.0, 1.687353491783142
73.0, 1.687353491783142
74.0, 1.687353491783142
75.0, 1.687353491783142
76.0, 1.687353491783142
77.0, 1.687353491783142
78.0, 1.687353491783142
79.0, 1.687353491783142
80.0, 1.687353491783142
81.0, 1.687353491783142
82.0, 1.687353491783142
83.0, 1.687353491783142
84.0, 1.687353491783142
85.0, 1.687353491783142
86.0, 1.687353491783142
87.0, 1.687353491783142
88.0, 1.687353491783142
89.0, 1.687353491783142
90.0, 1.687353491783142
91.0, 1.687353491783142
92.0, 1.687353491783142
93.0, 1.687353491783142
94.0, 1.687353491783142
95.0, 1.687353491783142
96.0, 1.687353491783142
97.0, 1.687353491783142
98.0, 1.687353491783142
99.0, 1.687353491783142
100.0, 1.687353491783142
