Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.690430998802185
1.0, 1.690430998802185
2.0, 1.690430998802185
3.0, 1.690430998802185
4.0, 1.690430998802185
5.0, 1.690430998802185
6.0, 1.690430998802185
7.0, 1.690430998802185
8.0, 1.690430998802185
9.0, 1.690430998802185
10.0, 1.690430998802185
11.0, 1.690430998802185
12.0, 1.690430998802185
13.0, 1.690430998802185
14.0, 1.690430998802185
15.0, 1.690430998802185
16.0, 1.690430998802185
17.0, 1.690430998802185
18.0, 1.690430998802185
19.0, 1.690430998802185
20.0, 1.690430998802185
21.0, 1.690430998802185
22.0, 1.690430998802185
23.0, 1.690430998802185
24.0, 1.690430998802185
25.0, 1.690430998802185
26.0, 1.690430998802185
27.0, 1.690430998802185
28.0, 1.690430998802185
29.0, 1.690430998802185
30.0, 1.690430998802185
31.0, 1.690430998802185
32.0, 1.690430998802185
33.0, 1.690430998802185
34.0, 1.690430998802185
35.0, 1.690430998802185
36.0, 1.690430998802185
37.0, 1.690430998802185
38.0, 1.690430998802185
39.0, 1.690430998802185
40.0, 1.690430998802185
41.0, 1.690430998802185
42.0, 1.690430998802185
43.0, 1.690430998802185
44.0, 1.690430998802185
45.0, 1.690430998802185
46.0, 1.690430998802185
47.0, 1.690430998802185
48.0, 1.690430998802185
49.0, 1.690430998802185
50.0, 1.690430998802185
51.0, 1.690430998802185
52.0, 1.690430998802185
53.0, 1.690430998802185
54.0, 1.690430998802185
55.0, 1.690430998802185
56.0, 1.690430998802185
57.0, 1.690430998802185
58.0, 1.690430998802185
59.0, 1.690430998802185
60.0, 1.690430998802185
61.0, 1.690430998802185
62.0, 1.690430998802185
63.0, 1.690430998802185
64.0, 1.690430998802185
65.0, 1.690430998802185
66.0, 1.690430998802185
67.0, 1.690430998802185
68.0, 1.690430998802185
69.0, 1.690430998802185
70.0, 1.690430998802185
71.0, 1.690430998802185
72.0, 1.690430998802185
73.0, 1.690430998802185
74.0, 1.690430998802185
75.0, 1.690430998802185
76.0, 1.690430998802185
77.0, 1.690430998802185
78.0, 1.690430998802185
79.0, 1.690430998802185
80.0, 1.690430998802185
81.0, 1.690430998802185
82.0, 1.690430998802185
83.0, 1.690430998802185
84.0, 1.690430998802185
85.0, 1.690430998802185
86.0, 1.690430998802185
87.0, 1.690430998802185
88.0, 1.690430998802185
89.0, 1.690430998802185
90.0, 1.690430998802185
91.0, 1.690430998802185
92.0, 1.690430998802185
93.0, 1.690430998802185
94.0, 1.690430998802185
95.0, 1.690430998802185
96.0, 1.690430998802185
97.0, 1.690430998802185
98.0, 1.690430998802185
99.0, 1.690430998802185
100.0, 1.690430998802185
