Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.4764152765274048
1.0, 1.4764152765274048
2.0, 1.4764152765274048
3.0, 1.4764152765274048
4.0, 1.4764152765274048
5.0, 1.4764152765274048
6.0, 1.4764152765274048
7.0, 1.4764152765274048
8.0, 1.4764152765274048
9.0, 1.4764152765274048
10.0, 1.4764152765274048
11.0, 1.4764152765274048
12.0, 1.4764152765274048
13.0, 1.4764152765274048
14.0, 1.4764152765274048
15.0, 1.4764152765274048
16.0, 1.4764152765274048
17.0, 1.4764152765274048
18.0, 1.4764152765274048
19.0, 1.4764152765274048
20.0, 1.4764152765274048
21.0, 1.4764152765274048
22.0, 1.4764152765274048
23.0, 1.4764152765274048
24.0, 1.4764152765274048
25.0, 1.4764152765274048
26.0, 1.4764152765274048
27.0, 1.4764152765274048
28.0, 1.4764152765274048
29.0, 1.4764152765274048
30.0, 1.4764152765274048
31.0, 1.4764152765274048
32.0, 1.4764152765274048
33.0, 1.4764152765274048
34.0, 1.4764152765274048
35.0, 1.4764152765274048
36.0, 1.4764152765274048
37.0, 1.4764152765274048
38.0, 1.4764152765274048
39.0, 1.4764152765274048
40.0, 1.4764152765274048
41.0, 1.4764152765274048
42.0, 1.4764152765274048
43.0, 1.4764152765274048
44.0, 1.4764152765274048
45.0, 1.4764152765274048
46.0, 1.4764152765274048
47.0, 1.4764152765274048
48.0, 1.4764152765274048
49.0, 1.4764152765274048
50.0, 1.4764152765274048
51.0, 1.4764152765274048
52.0, 1.4764152765274048
53.0, 1.4764152765274048
54.0, 1.4764152765274048
55.0, 1.4764152765274048
56.0, 1.4764152765274048
57.0, 1.4764152765274048
58.0, 1.4764152765274048
59.0, 1.4764152765274048
60.0, 1.4764152765274048
61.0, 1.4764152765274048
62.0, 1.4764152765274048
63.0, 1.4764152765274048
64.0, 1.4764152765274048
65.0, 1.4764152765274048
66.0, 1.4764152765274048
67.0, 1.4764152765274048
68.0, 1.4764152765274048
69.0, 1.4764152765274048
70.0, 1.4764152765274048
71.0, 1.4764152765274048
72.0, 1.4764152765274048
73.0, 1.4764152765274048
74.0, 1.4764152765274048
75.0, 1.4764152765274048
76.0, 1.4764152765274048
77.0, 1.4764152765274048
78.0, 1.4764152765274048
79.0, 1.4764152765274048
80.0, 1.4764152765274048
81.0, 1.4764152765274048
82.0, 1.4764152765274048
83.0, 1.4764152765274048
84.0, 1.4764152765274048
85.0, 1.4764152765274048
86.0, 1.4764152765274048
87.0, 1.4764152765274048
88.0, 1.4764152765274048
89.0, 1.4764152765274048
90.0, 1.4764152765274048
91.0, 1.4764152765274048
92.0, 1.4764152765274048
93.0, 1.4764152765274048
94.0, 1.4764152765274048
95.0, 1.4764152765274048
96.0, 1.4764152765274048
97.0, 1.4764152765274048
98.0, 1.4764152765274048
99.0, 1.4764152765274048
100.0, 1.4764152765274048
