Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.7500678300857544
1.0, 1.7500678300857544
2.0, 1.7500678300857544
3.0, 1.7500678300857544
4.0, 1.7500678300857544
5.0, 1.7500678300857544
6.0, 1.7500678300857544
7.0, 1.7500678300857544
8.0, 1.7500678300857544
9.0, 1.7500678300857544
10.0, 1.7500678300857544
11.0, 1.7500678300857544
12.0, 1.7500678300857544
13.0, 1.7500678300857544
14.0, 1.7500678300857544
15.0, 1.7500678300857544
16.0, 1.7500678300857544
17.0, 1.7500678300857544
18.0, 1.7500678300857544
19.0, 1.7500678300857544
20.0, 1.7500678300857544
21.0, 1.7500678300857544
22.0, 1.7500678300857544
23.0, 1.7500678300857544
24.0, 1.7500678300857544
25.0, 1.7500678300857544
26.0, 1.7500678300857544
27.0, 1.7500678300857544
28.0, 1.7500678300857544
29.0, 1.7500678300857544
30.0, 1.7500678300857544
31.0, 1.7500678300857544
32.0, 1.7500678300857544
33.0, 1.7500678300857544
34.0, 1.7500678300857544
35.0, 1.7500678300857544
36.0, 1.7500678300857544
37.0, 1.7500678300857544
38.0, 1.7500678300857544
39.0, 1.7500678300857544
40.0, 1.7500678300857544
41.0, 1.7500678300857544
42.0, 1.7500678300857544
43.0, 1.7500678300857544
44.0, 1.7500678300857544
45.0, 1.7500678300857544
46.0, 1.7500678300857544
47.0, 1.7500678300857544
48.0, 1.7500678300857544
49.0, 1.7500678300857544
50.0, 1.7500678300857544
51.0, 1.7500678300857544
52.0, 1.7500678300857544
53.0, 1.7500678300857544
54.0, 1.7500678300857544
55.0, 1.7500678300857544
56.0, 1.7500678300857544
57.0, 1.7500678300857544
58.0, 1.7500678300857544
59.0, 1.7500678300857544
60.0, 1.7500678300857544
61.0, 1.7500678300857544
62.0, 1.7500678300857544
63.0, 1.7500678300857544
64.0, 1.7500678300857544
65.0, 1.7500678300857544
66.0, 1.7500678300857544
67.0, 1.7500678300857544
68.0, 1.7500678300857544
69.0, 1.7500678300857544
70.0, 1.7500678300857544
71.0, 1.7500678300857544
72.0, 1.7500678300857544
73.0, 1.7500678300857544
74.0, 1.7500678300857544
75.0, 1.7500678300857544
76.0, 1.7500678300857544
77.0, 1.7500678300857544
78.0, 1.7500678300857544
79.0, 1.7500678300857544
80.0, 1.7500678300857544
81.0, 1.7500678300857544
82.0, 1.7500678300857544
83.0, 1.7500678300857544
84.0, 1.7500678300857544
85.0, 1.7500678300857544
86.0, 1.7500678300857544
87.0, 1.7500678300857544
88.0, 1.7500678300857544
89.0, 1.7500678300857544
90.0, 1.7500678300857544
91.0, 1.7500678300857544
92.0, 1.7500678300857544
93.0, 1.7500678300857544
94.0, 1.7500678300857544
95.0, 1.7500678300857544
96.0, 1.7500678300857544
97.0, 1.7500678300857544
98.0, 1.7500678300857544
99.0, 1.7500678300857544
100.0, 1.7500678300857544
