Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.645483136177063
1.0, 1.645483136177063
2.0, 1.645483136177063
3.0, 1.645483136177063
4.0, 1.645483136177063
5.0, 1.645483136177063
6.0, 1.645483136177063
7.0, 1.645483136177063
8.0, 1.645483136177063
9.0, 1.645483136177063
10.0, 1.645483136177063
11.0, 1.645483136177063
12.0, 1.645483136177063
13.0, 1.645483136177063
14.0, 1.645483136177063
15.0, 1.645483136177063
16.0, 1.645483136177063
17.0, 1.645483136177063
18.0, 1.645483136177063
19.0, 1.645483136177063
20.0, 1.645483136177063
21.0, 1.645483136177063
22.0, 1.645483136177063
23.0, 1.645483136177063
24.0, 1.645483136177063
25.0, 1.645483136177063
26.0, 1.645483136177063
27.0, 1.645483136177063
28.0, 1.645483136177063
29.0, 1.645483136177063
30.0, 1.645483136177063
31.0, 1.645483136177063
32.0, 1.645483136177063
33.0, 1.645483136177063
34.0, 1.645483136177063
35.0, 1.645483136177063
36.0, 1.645483136177063
37.0, 1.645483136177063
38.0, 1.645483136177063
39.0, 1.645483136177063
40.0, 1.645483136177063
41.0, 1.645483136177063
42.0, 1.645483136177063
43.0, 1.645483136177063
44.0, 1.645483136177063
45.0, 1.645483136177063
46.0, 1.645483136177063
47.0, 1.645483136177063
48.0, 1.645483136177063
49.0, 1.645483136177063
50.0, 1.645483136177063
51.0, 1.645483136177063
52.0, 1.645483136177063
53.0, 1.645483136177063
54.0, 1.645483136177063
55.0, 1.645483136177063
56.0, 1.645483136177063
57.0, 1.645483136177063
58.0, 1.645483136177063
59.0, 1.645483136177063
60.0, 1.645483136177063
61.0, 1.645483136177063
62.0, 1.645483136177063
63.0, 1.645483136177063
64.0, 1.645483136177063
65.0, 1.645483136177063
66.0, 1.645483136177063
67.0, 1.645483136177063
68.0, 1.645483136177063
69.0, 1.645483136177063
70.0, 1.645483136177063
71.0, 1.645483136177063
72.0, 1.645483136177063
73.0, 1.645483136177063
74.0, 1.645483136177063
75.0, 1.645483136177063
76.0, 1.645483136177063
77.0, 1.645483136177063
78.0, 1.645483136177063
79.0, 1.645483136177063
80.0, 1.645483136177063
81.0, 1.645483136177063
82.0, 1.645483136177063
83.0, 1.645483136177063
84.0, 1.645483136177063
85.0, 1.645483136177063
86.0, 1.645483136177063
87.0, 1.645483136177063
88.0, 1.645483136177063
89.0, 1.645483136177063
90.0, 1.645483136177063
91.0, 1.645483136177063
92.0, 1.645483136177063
93.0, 1.645483136177063
94.0, 1.645483136177063
95.0, 1.645483136177063
96.0, 1.645483136177063
97.0, 1.645483136177063
98.0, 1.645483136177063
99.0, 1.645483136177063
100.0, 1.645483136177063
