Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.6690131425857544
1.0, 1.6690131425857544
2.0, 1.6690131425857544
3.0, 1.6690131425857544
4.0, 1.6690131425857544
5.0, 1.6690131425857544
6.0, 1.6690131425857544
7.0, 1.6690131425857544
8.0, 1.6690131425857544
9.0, 1.6690131425857544
10.0, 1.6690131425857544
11.0, 1.6690131425857544
12.0, 1.6690131425857544
13.0, 1.6690131425857544
14.0, 1.6690131425857544
15.0, 1.6690131425857544
16.0, 1.6690131425857544
17.0, 1.6690131425857544
18.0, 1.6690131425857544
19.0, 1.6690131425857544
20.0, 1.6690131425857544
21.0, 1.6690131425857544
22.0, 1.6690131425857544
23.0, 1.6690131425857544
24.0, 1.6690131425857544
25.0, 1.6690131425857544
26.0, 1.6690131425857544
27.0, 1.6690131425857544
28.0, 1.6690131425857544
29.0, 1.6690131425857544
30.0, 1.6690131425857544
31.0, 1.6690131425857544
32.0, 1.6690131425857544
33.0, 1.6690131425857544
34.0, 1.6690131425857544
35.0, 1.6690131425857544
36.0, 1.6690131425857544
37.0, 1.6690131425857544
38.0, 1.6690131425857544
39.0, 1.6690131425857544
40.0, 1.6690131425857544
41.0, 1.6690131425857544
42.0, 1.6690131425857544
43.0, 1.6690131425857544
44.0, 1.6690131425857544
45.0, 1.6690131425857544
46.0, 1.6690131425857544
47.0, 1.6690131425857544
48.0, 1.6690131425857544
49.0, 1.6690131425857544
50.0, 1.6690131425857544
51.0, 1.6690131425857544
52.0, 1.6690131425857544
53.0, 1.6690131425857544
54.0, 1.6690131425857544
55.0, 1.6690131425857544
56.0, 1.6690131425857544
57.0, 1.6690131425857544
58.0, 1.6690131425857544
59.0, 1.6690131425857544
60.0, 1.6690131425857544
61.0, 1.6690131425857544
62.0, 1.6690131425857544
63.0, 1.6690131425857544
64.0, 1.6690131425857544
65.0, 1.6690131425857544
66.0, 1.6690131425857544
67.0, 1.6690131425857544
68.0, 1.6690131425857544
69.0, 1.6690131425857544
70.0, 1.6690131425857544
71.0, 1.6690131425857544
72.0, 1.6690131425857544
73.0, 1.6690131425857544
74.0, 1.6690131425857544
75.0, 1.6690131425857544
76.0, 1.6690131425857544
77.0, 1.6690131425857544
78.0, 1.6690131425857544
79.0, 1.6690131425857544
80.0, 1.6690131425857544
81.0, 1.6690131425857544
82.0, 1.6690131425857544
83.0, 1.6690131425857544
84.0, 1.6690131425857544
85.0, 1.6690131425857544
86.0, 1.6690131425857544
87.0, 1.6690131425857544
88.0, 1.6690131425857544
89.0, 1.6690131425857544
90.0, 1.6690131425857544
91.0, 1.6690131425857544
92.0, 1.6690131425857544
93.0, 1.6690131425857544
94.0, 1.6690131425857544
95.0, 1.6690131425857544
96.0, 1.6690131425857544
97.0, 1.6690131425857544
98.0, 1.6690131425857544
99.0, 1.6690131425857544
100.0, 1.6690131425857544
