Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.7960458993911743
1.0, 1.7960458993911743
2.0, 1.7960458993911743
3.0, 1.7960458993911743
4.0, 1.7960458993911743
5.0, 1.7960458993911743
6.0, 1.7960458993911743
7.0, 1.7960458993911743
8.0, 1.7960458993911743
9.0, 1.7960458993911743
10.0, 1.7960458993911743
11.0, 1.7960458993911743
12.0, 1.7960458993911743
13.0, 1.7960458993911743
14.0, 1.7960458993911743
15.0, 1.7960458993911743
16.0, 1.7960458993911743
17.0, 1.7960458993911743
18.0, 1.7960458993911743
19.0, 1.7960458993911743
20.0, 1.7960458993911743
21.0, 1.7960458993911743
22.0, 1.7960458993911743
23.0, 1.7960458993911743
24.0, 1.7960458993911743
25.0, 1.7960458993911743
26.0, 1.7960458993911743
27.0, 1.7960458993911743
28.0, 1.7960458993911743
29.0, 1.7960458993911743
30.0, 1.7960458993911743
31.0, 1.7960458993911743
32.0, 1.7960458993911743
33.0, 1.7960458993911743
34.0, 1.7960458993911743
35.0, 1.7960458993911743
36.0, 1.7960458993911743
37.0, 1.7960458993911743
38.0, 1.7960458993911743
39.0, 1.7960458993911743
40.0, 1.7960458993911743
41.0, 1.7960458993911743
42.0, 1.7960458993911743
43.0, 1.7960458993911743
44.0, 1.7960458993911743
45.0, 1.7960458993911743
46.0, 1.7960458993911743
47.0, 1.7960458993911743
48.0, 1.7960458993911743
49.0, 1.7960458993911743
50.0, 1.7960458993911743
51.0, 1.7960458993911743
52.0, 1.7960458993911743
53.0, 1.7960458993911743
54.0, 1.7960458993911743
55.0, 1.7960458993911743
56.0, 1.7960458993911743
57.0, 1.7960458993911743
58.0, 1.7960458993911743
59.0, 1.7960458993911743
60.0, 1.7960458993911743
61.0, 1.7960458993911743
62.0, 1.7960458993911743
63.0, 1.7960458993911743
64.0, 1.7960458993911743
65.0, 1.7960458993911743
66.0, 1.7960458993911743
67.0, 1.7960458993911743
68.0, 1.7960458993911743
69.0, 1.7960458993911743
70.0, 1.7960458993911743
71.0, 1.7960458993911743
72.0, 1.7960458993911743
73.0, 1.7960458993911743
74.0, 1.7960458993911743
75.0, 1.7960458993911743
76.0, 1.7960458993911743
77.0, 1.7960458993911743
78.0, 1.7960458993911743
79.0, 1.7960458993911743
80.0, 1.7960458993911743
81.0, 1.7960458993911743
82.0, 1.7960458993911743
83.0, 1.7960458993911743
84.0, 1.7960458993911743
85.0, 1.7960458993911743
86.0, 1.7960458993911743
87.0, 1.7960458993911743
88.0, 1.7960458993911743
89.0, 1.7960458993911743
90.0, 1.7960458993911743
91.0, 1.7960458993911743
92.0, 1.7960458993911743
93.0, 1.7960458993911743
94.0, 1.7960458993911743
95.0, 1.7960458993911743
96.0, 1.7960458993911743
97.0, 1.7960458993911743
98.0, 1.7960458993911743
99.0, 1.7960458993911743
100.0, 1.7960458993911743
