Time(Seconds), RemainingCapacity(Ah) 
0.0, 1.4530770778656006
1.0, 1.4530770778656006
2.0, 1.4530770778656006
3.0, 1.4530770778656006
4.0, 1.4530770778656006
5.0, 1.4530770778656006
6.0, 1.4530770778656006
7.0, 1.4530770778656006
8.0, 1.4530770778656006
9.0, 1.4530770778656006
10.0, 1.4530770778656006
11.0, 1.4530770778656006
12.0, 1.4530770778656006
13.0, 1.4530770778656006
14.0, 1.4530770778656006
15.0, 1.4530770778656006
16.0, 1.4530770778656006
17.0, 1.4530770778656006
18.0, 1.4530770778656006
19.0, 1.4530770778656006
20.0, 1.4530770778656006
21.0, 1.4530770778656006
22.0, 1.4530770778656006
23.0, 1.4530770778656006
24.0, 1.4530770778656006
25.0, 1.4530770778656006
26.0, 1.4530770778656006
27.0, 1.4530770778656006
28.0, 1.4530770778656006
29.0, 1.4530770778656006
30.0, 1.4530770778656006
31.0, 1.4530770778656006
32.0, 1.4530770778656006
33.0, 1.4530770778656006
34.0, 1.4530770778656006
35.0, 1.4530770778656006
36.0, 1.4530770778656006
37.0, 1.4530770778656006
38.0, 1.4530770778656006
39.0, 1.4530770778656006
40.0, 1.4530770778656006
41.0, 1.4530770778656006
42.0, 1.4530770778656006
43.0, 1.4530770778656006
44.0, 1.4530770778656006
45.0, 1.4530770778656006
46.0, 1.4530770778656006
47.0, 1.4530770778656006
48.0, 1.4530770778656006
49.0, 1.4530770778656006
50.0, 1.4530770778656006
51.0, 1.4530770778656006
52.0, 1.4530770778656006
53.0, 1.4530770778656006
54.0, 1.4530770778656006
55.0, 1.4530770778656006
56.0, 1.4530770778656006
57.0, 1.4530770778656006
58.0, 1.4530770778656006
59.0, 1.4530770778656006
60.0, 1.4530770778656006
61.0, 1.4530770778656006
62.0, 1.4530770778656006
63.0, 1.4530770778656006
64.0, 1.4530770778656006
65.0, 1.4530770778656006
66.0, 1.4530770778656006
67.0, 1.4530770778656006
68.0, 1.4530770778656006
69.0, 1.4530770778656006
70.0, 1.4530770778656006
71.0, 1.4530770778656006
72.0, 1.4530770778656006
73.0, 1.4530770778656006
74.0, 1.4530770778656006
75.0, 1.4530770778656006
76.0, 1.4530770778656006
77.0, 1.4530770778656006
78.0, 1.4530770778656006
79.0, 1.4530770778656006
80.0, 1.4530770778656006
81.0, 1.4530770778656006
82.0, 1.4530770778656006
83.0, 1.4530770778656006
84.0, 1.4530770778656006
85.0, 1.4530770778656006
86.0, 1.4530770778656006
87.0, 1.4530770778656006
88.0, 1.4530770778656006
89.0, 1.4530770778656006
90.0, 1.4530770778656006
91.0, 1.4530770778656006
92.0, 1.4530770778656006
93.0, 1.4530770778656006
94.0, 1.4530770778656006
95.0, 1.4530770778656006
96.0, 1.4530770778656006
97.0, 1.4530770778656006
98.0, 1.4530770778656006
99.0, 1.4530770778656006
100.0, 1.4530770778656006
